text,hypothesis,labels,task_name,label_text,validated_labels,validation_source
"US Marines Die In Fallujah Car Bombing BAGHDAD, Iraq -- A US military official in Iraq said seven American marines have been killed Monday in a car-bomb explosion. Several other Marines have been wounded in the attack.",this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
"Purdy Tapped as Cyber-Security Director The Department of Homeland Security has filled the nation's top cyber-security post after the previous chief abruptly resigned last week, choosing the former director's deputy to take over the position. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;",this example news text is about science and technology,0,agnews,Sci/Tech,0,gpt-4o-2024-11-20
"Harris #39; three-run double in ninth sinks Gagne LOS ANGELES - Paul Lo Duca never got to moonwalk to home plate, though he did skip gleefully to the dugout moments after facing former batterymate Eric Gagne for the first time. ",this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
"Italian Woman's Veil Stirs More Than Fashion Feud The case of a Muslim woman fined for wearing a veil has created a dispute involving politicians, civil rights groups and a fashion designer.",this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
"Bin Laden Driver Charged at Guantanamo GUANTANAMO BAY NAVAL BASE, Cuba - Osama bin Laden's chauffeur was officially charged Tuesday in the first U.S. military tribunal since World War II, appearing at a pretrial hearing where his lawyer challenged the process as unfair...",this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
"Gunmen Seize Three Britons in Baghdad (Reuters) Reuters - Three British nationals, believed to be\civilians, were snatched by gunmen from a house in central\Baghdad early on Thursday, Iraq's Interior Ministry said.",this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"Injured Toomer might be able to play tomorrow Although Giants wide receiver Amani Toomer took limited work yesterday after missing the previous two days of practice, coach Tom Coughlin won #39;t decide on his availability ",this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
"Mesic Set to Recapture Croat Presidency (Reuters) Reuters - Croatia's liberal President Stjepan\Mesic looked set to win a second term in elections on Sunday,\exit polls released by state television showed.",this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
Wal-Mart Dec. Sales Seen Up 1-3 Pct (Reuters) Reuters - Wal-Mart Stores Inc.  said on\Saturday it still expects a 1 percent to 3 percent increase in\December sales at its U.S. stores open at least a year.,this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
Japanese automaker to boost production capacity in India Major Japanese automaker Suzuki Motor Corp. said Monday it has decided to set up a vehicle assembly plant and a new diesel engine factory in India to boost production in the country #39;s growing market.,this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
"Clarett accuses Ohio State of improprieties; school denies claims Former Ohio State star Maurice Clarett accused coach Jim Tressel, his staff and school boosters of arranging for him to get passing grades, cars, and thousands of dollars, including for bogus summer jobs.",this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"US rate rise locked in for Wednesday (AFP) AFP - The unexpected boom in US job creation in October has locked in an interest rate rise and will likely encourage another tightening in December, analysts said.",this example news text is about business news,0,agnews,Business,0,gpt-4o-2024-11-20
Hassan:  #39;Abhorrent act #39; says Blair Western political leaders have united to condemn the kidnappers of charity worker Margaret Hassan after a video surfaced apparently showing a militant firing a pistol into the head of a blindfolded woman wearing an orange jumpsuit.,this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
"Austrian warning on Turkey #39;s EU hopes MEISE, Belgium, Dec 16 (AFP) - The EU must be sure it has the  quot;capacity to absorb quot; Turkey before it gives a green light to the vast Muslim country #39;s hopes of joining the bloc, Austrian Chancellor Wolfgang Schuessel warned Thursday.",this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"Hamm hopes to get on a roll Paul Hamm takes another shot at history tonight, when he'll try to become the first American to win the Olympic men's all-around in gymnastics.",this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
"Unknown Nesterenko Makes World Headlines (Reuters) Reuters - Belarus' Yuliya Nesterenko won the top\women's athletics gold medal at the Olympics on Saturday,\triumphing over a field stripped of many big names because of\doping woes to win the 100 meters.",this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
"Coke to Pay New CEO Same as Predecessor Coca-Cola Co. (KO.N: Quote, Profile, Research) , which warned earlier this week of lower-than-expected profits this year, said on Friday it will pay Chairman and Chief Executive Neville Isdell \$1.",this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
IBM reported to be exiting PC business IBM #39;s possible exit from the personal-computer business would be the latest move in what amounts to a long goodbye from a field it pioneered and revolutionized.,this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
"Microsoft plays up growth, dividend They were preaching to the choir, but Bill Gates and Steve Ballmer still did their best to sell the virtues of Microsoft stock at the company #39;s annual shareholder meeting yesterday in Bellevue.",this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
"U.S. Forces Kill 50 Sadr Militia in Baghdad Suburb  BAGHDAD (Reuters) - U.S. forces killed more than 50 Shi'ite  militiamen on Wednesday in a significant advance into a Baghdad  suburb that is a powerbase for radical cleric Moqtada al-Sadr,  the military said.",this example news text is about world news,0,agnews,World,0,gpt-4o-2024-11-20
Yukos to vote on bankruptcy Yukos warned yesterday it could declare bankruptcy within months following fresh tax claims that could leave Russia #39;s biggest oil company facing an astronomical bill of \$17 billion (R104 billion).,this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
Delaney keen to  quot;put things right quot; Mark Delaney wants Aston Villa to  quot;stamp their authority on midlands football quot; by finally overcoming Birmingham in Sunday #39;s derby.,this example news text is about world news,1,agnews,World,1,gpt-4o-2024-11-20
"ETA Seals Off Madrid with 5 Bombs, 2 Police Hurt (Reuters) Reuters - The Basque separatist group ETA set off\five bombs at petrol stations around Madrid on Friday, putting\a stranglehold on the city at the start of a long holiday\weekend.",this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
"Chargers to start Brees in Houston, beyond com. The San Diego Chargers announced on Monday that Drew Brees will start the 2004 opener against the Houston Texans at Reliant Stadium.",this example news text is about science and technology,1,agnews,Sci/Tech,1,gpt-4o-2024-11-20
"We Are Using 20 More Resources Than The Earth Can Produce The human race is plundering the planet at a pace that outstrips its capacity to support life, according to a report by WWF. The Living Planet Report 2004 shows that humans currently consume 20 per cent more ",this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
"Four employees of British security firm slain by mortar attack in &lt;b&gt;...&lt;/b&gt; A mortar attack killed four employees of a British security firm and wounded 15 others in the Baghdad #39;s Green Zone, a fortified area that houses the ",this example news text is about business news,1,agnews,Business,1,gpt-4o-2024-11-20
Regulators Approve Artificial Heart The Food and Drug Administration approved the use of an artificial heart made by SynCardia Systems as a temporary device for people awaiting transplants.,this example news text is about science and technology,0,agnews,Sci/Tech,0,gpt-4o-2024-11-20
"Microsoft steals PDA topspot Windows CE has become the most popular PDA operating system, passing the Palm OS for the first time. Worldwide shipments of PDAs using Microsoft #39;s system were just under ",this example news text is about science and technology,0,agnews,Sci/Tech,0,gpt-4o-2024-11-20
IBM announces Lenovo deal IBM Corp. is selling its personal computer business to China #39;s largest PC maker in a \$1.25 billion deal that marks the end of an era for the company that made  quot;PC quot; a household word.,this example news text is about sports,1,agnews,Sports,1,gpt-4o-2024-11-20
"Pfizer Hikes Warning on Bextra Skin Risk  NEW YORK (Reuters) - Pfizer Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PFE.N target=/stocks/quickinfo/fullquote""&gt;PFE.N&lt;/A&gt; said on Friday it  is sending additional information to healthcare professionals  about its arthritis drug Bextra, a COX-2 product in the same  class as the withdrawn drug Vioxx.",this example news text is about world news,1,agnews,World,1,gpt-4o-2024-11-20
