text,entailment,hypothesis,task,llama,base_nli,large_nli,base_debate,large_debate,base_modern,large_modern
""" When someone is in crisis , the people closest to them are often the first to spot the warning signs but almost nothing can now be done to get back their guns or prevent them from buy more , "" Skinner said .",0,the author of this text supports gun control,stance,1,1,1,0,0,0,0
Those who utilize this argument fail to recognize that reality is not like the choreographed action sequences in movies and that a good guy with a gun is simply not the best solution .,1,the author of this text opposes gun control,stance,0,1,1,1,1,1,1
The five-day waiting period has since been replaced by an instant background check system that can take up to three days if there is an inconsistency or more information is needed to complete the sale .,1,the author of this text opposes gun control,stance,1,1,1,1,1,1,1
"The program attracted a great deal of criticism , huge cost overruns and resistance from firearms owners , and in 2012 the Conservative government scrapped the program and destroyed the registry .",1,the author of this text supports gun control,stance,1,1,1,1,1,1,1
“ Violence is n’t due to guns ; it is due to culture and violence in the media/entertainment industry . ”,0,the author of this text opposes gun control,stance,1,1,1,1,0,1,0
"According to a 2011 Gallup poll , 47 percent of American adults keep at least one gun at home or on their property , and many of these gun owners are absolutists opposed to any government regulation of firearms .",1,the author of this text supports gun control,stance,1,1,1,1,1,0,1
Guns do n't kill people ; people kill people .,1,the author of this text supports gun control,stance,1,1,1,1,1,0,1
"A Pew Foundation report found that 79 % of male gun owners and 80 % of female gun owners said owning a gun made them feel safer , and 64 % of people living in a home in which someone else owns a gun felt safer .",1,the author of this text opposes gun control,stance,1,1,1,0,0,0,0
I have since my youth considered the right to keep and bear arms a protection afforded to the citizens of the USA in order to protect themselves from tyrants in government .,1,the author of this text supports gun control,stance,1,1,1,1,1,1,1
"Public safety should be left to professionally qualified police officers , not private citizens with little or no expert training .",1,the author of this text opposes gun control,stance,1,1,1,0,1,1,0
"today , calls for action were joined by a new voice , former congresswoman gabrielle giffords who was shot in the head in the arizona spree , launching an effort to curb gun violence .",1,the author of this text opposes gun control,stance,1,1,1,1,1,1,1
"The fact is , the widespread availability of guns is a significant , but often overlooked , cause of persistent inequality in the United States .",0,the author of this text supports gun control,stance,0,1,0,0,0,0,0
31 states do not ban convicted misdemeanor stalkers from owning guns and 41 states do not force convicted domestic abusers from relinquishing guns they already own .,1,the author of this text opposes gun control,stance,1,1,1,1,1,1,1
"They will interpret as they see fit any word or phrase of any Amendment in order to limit more and more rights until , in this case , all guns are banned from civilian use .",0,the author of this text opposes gun control,stance,0,0,0,0,0,1,0
"Michael Waldman , JD , President of the Brennan Center for Justice at the New York University School of Law , stated there is nothing about an individual right to bear arms in the notes about the Second Amendment when it was being drafted , discussed , or ratified ; the US Supreme Court declined to rule in favor of the individual right four times between 1876 and 1939 ; and all law articles on the Second Amendment from 1888 to 1959 stated that an individual right was not guaranteed .",0,the author of this text supports gun control,stance,0,1,1,0,0,1,1
“ The people themselves would understand that having guns around puts them in more danger . ”,0,the author of this text supports gun control,stance,0,1,0,0,0,0,0
"However , arguers believe that the right to have guns is part of every American ’s constitutional rights .",1,the author of this text supports gun control,stance,1,1,1,1,1,1,1
"And the final problem is to make the possession of all handguns and all handgun ammunition — except for the military , policemen , licensed security guards , licensed sporting clubs , and licensed gun collectors — totally illegal .",0,the author of this text supports gun control,stance,0,1,1,1,1,0,0
"Our founding fathers understood this and , as I previously explained , it is the gun enthusiasts who have perverted the 2nd Amendment to justify their fantasies of rebellion .",0,the author of this text supports gun control,stance,0,1,0,0,0,0,0
Crimes that may have been less harmful can be made more dangerous by adding a gun .,1,the author of this text opposes gun control,stance,1,1,1,1,1,1,1
More guns mean more death .,0,the author of this text supports gun control,stance,0,0,0,0,0,0,0
"Instead of actually trying to address the underlying problems that spark the horrific mass shootings , the Democratic party is using each of these events as an excuse to further their long-time goal of banning all firearms except for law enforcement and government agents .",0,the author of this text opposes gun control,stance,0,0,0,0,0,0,0
"We see that gun restrictions do work in the rest of the world , despite the catch 22 surrounding criminals and gun ownership ( only law-abiding citizens follow gun laws ) .",0,the author of this text supports gun control,stance,0,0,0,0,0,0,0
"Unless we take the first step that is limiting the number of guns to be flooding society , there is little hope that we will ever succeed in solving our county ’s problems .",0,the author of this text supports gun control,stance,0,0,0,0,0,0,0
Five women are murdered with guns every day in the United States .,1,the author of this text opposes gun control,stance,1,1,1,1,1,1,1
"Even before the Second Amendment was reanimated by the Supreme Court ( making gun bans unconstitutional , and your alarmist argument moot ) they had n't succeeded * anywhere * - not even in DC or Chicago .",1,the author of this text supports gun control,stance,1,1,1,1,1,1,1
"They ’re Rarely For Self Defense There are hundreds of thousand assaults that occur each and every year , however , out of all of these cases less than one percent of people used a gun to defend themselves .",0,the author of this text supports gun control,stance,1,1,1,0,0,1,0
