task,premise,entailment,hypothesis,validation_source,base_nli,large_nli,base_debate,large_debate,llama,base_modern,large_modern
explosives,A car bomb parked on Hamza square near the Jula Nar restaurant killed one person and wounded five others.  Attacks on crowded areas are frequent in Iraq and often have sectarian motivations.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
firearms,Gunmen with the Taliban shot and killed Mullah Muhammad Akhund in front of his house in Urozgan.  The group later claimed responsibility for the attack.,2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,"A mined motor scooter exploded outside of a police station in the Daghestan city of Ksavyurt.  A pregnant woman and her four year old child were killed instantly and a police officer died from sustained injuries. At least 35 other people were injured, some critically.  Officials estimate the yield of the explosive device was about 10 kg of TNT. Dagestani officials claim the attack was perpetrated Wahhabi terrorists, operating in Chechnya. This suspicion is based not only on the nature of the attack, but also several threats made by the group to Dagestani officials.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,A firefighter's car was blown up when a bomb attached to his car was detonated. The explosion occurred in Baghdad's Shaab neighborhood resulting in injuries to two.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,Two explosive devices were attached to a U.S. Marine security guard vehicle.  One device failed to go off.  Damage was minor.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,Members of the Communist Party of Nepal-Maoists (CPN-M) exploded two bombs at three-minute intervals at a ward office of Kirtipur Municipality.  A civilian who was standing nearby was seriously injured.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,2,1
firearms,"Unknown gunmen killed the local leader of the Iraqi National Party and his father in Samarra, north of Baghdad.  No further information is available.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,One civilian was killed and another four wounded by an improvised explosive device that went off in northern Baghdad.The group responsible for the attack remains unknown.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,Russian sappers found and disarmed an explosive device apparently left by Chechen separatists.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
firearms,"The third secretary of the Iraqi embassy, Ali Hajem Sultan, was shot in the head and killed instantly by three unidentified gunmen from a car in the Christian-held suburb of Hazmiye, East Beirut where the Iraqis moved for the sake of safety after a huge explosion in December wrecked their embassy building in predominantly Moslem West Beirut.  The ambassador and at least 60 people died in that explosion.  Sultan was driving home in the afternoon when the attack occurred.  Many of the recent violent incidents in the area appear to have stemmed from a major split within the Arab world, over Syria's support of Iran, a non-Arab power, in its war against Iraq.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,Eight U.N. aid trucks were destroyed by bombs in the northern part of the country.  Iraqi agents were suspected.,1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,3
explosives,"A bomb exploded outside the office of the Italian Chamber of Commerce for the United States in Rome leaving a large hole in the floor of the U.S. trade office.  The bomb destroyed a door, shattered windows, and damaged an elevator shaft in the building.  No injuries were reported.  An anonymous caller to the Italian news agency ANSA claimed the bombing was carried out by the Groups of Internationalist Communist.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
fire or firebomb,Militants set ablaze the houses of three brothers in Sargali in Banihal.  No injuries were reported.,3,This text describes an arson attack.,gpt-4o-2024-11-20,3,3,3,3,2,3,3
explosives,"A blast tore apart a metro train car in Moscow during the morning rush hour. The train was traveling between the Paveletskaya station and the Avtozavodskaya station around 8:40am. The explosion occurred in the second car of the train, blowing out windows and causing metal pieces of the train to be strewn in all directions. The device had an explosive power of about 4-5 kg  of TNT. The device was similar to that used in the commuter train attack in Yessentuki in 2003. Those who survived were forced to walk through the dark tunnel to exit the subway. At least forty  people were killed and 122 injured. However, the death toll was expected to rise as many bodies had been torn apart during the explosion and so were difficult to identify.  Police believe that they have surveillance video of two of the perpetrators. The video shows two suspicious looking people boarding the train with briefcases. In addition to these two people, police had also identified one other suspect, also a woman. The main theory of investigators was that the blast was perpetrated by suicide bombers, probably the two women companions of the man caught on video. However, other theories, including the possibility that the bomb was set on time delay and placed in a briefcase, were also being considered. Police had released a photograph of the male suspect.  On February 8, the case was transferred to the FSB, as officials felt that they were unlikely to find the suspect in Moscow. Instead, they were hoping to gain information from other regions. Although Russian officials believe that Chechen rebels were behind the attack, particularly terrorists affiliated with Abu al-Walid al-Ghalidi, Chechen leaders deny involvement.  Some officials speculated that the attack had occurred in an attempt to disrupt the upcoming March elections. Putin vowed that this would not happen. There was also some speculation that the was a connection between al-Qaida and this incident.  On March 1, several sources reported that a previously unknown terrorist group, known as Gazoton-Murdash (a Chechen group), claimed responsibility for the incident. A statement was received first on February 8, and then several times after that. Kavkaz-Tzentr did not publish the letter until it had been received three times along with a phone call. The leader of the group said that the attack was intended to commemorate the fourth anniversary of the killing of Chechen civilians by Russian soldiers who took control of Groznyy. Chechen authorities were unsure if the group was a valid organization and were attempting to ascertain the true identity of the group leader, Lom-Ali Chechensky, and determine if the claim of responsibility is accurate.  On March 4, Izvestiya reported that the statement of Lom-Ali was actually a reaction to the reported killing of Ruslan Gelayev in Dagestan. The source stated that this claim of responsibility was only propaganda, used to deflect attention from the killing of Gelayev and as retaliation for Russian propaganda.On Sept. 28, Officials announced that they believed Anzor Izhayev was responsible for the blast. They believe that he died in the attack. The suspicion was based on genetic tests.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
firearms,"A Rabbi was killed and a man traveling with him injured in a shooting attack on their car near Alei Zahav in the West Bank.  The al-Aqsa Martyrs Brigades claimed the attack, citing retaliation for the Israeli assassination of a Hamas leader that also killed fifteen civilians.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
firearms,Gunmen killed two Municipal Council members in Ba'qubah. Abd-al-Rasul Muhammad and Hashim Kazim Jasim were as they were leaving the governor's office in Ba'qubah after attending a seminar.  The gunmen fired from a parked car.,2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,"A pipe bomb, which had been thrown onto the roof of the Woodbourne PSNI station, was made safe by Army bomb experts in West Belfast.  This attack comes in the wake of two other pipe bomb attacks on PSNI stations in recent days.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
explosives,"A roadside bomb targeting a police patrol in Baqubah exploded, killing four people (two police and two detainees) and wounding two policemen.  The patrol was transferring detainees at the time of the attack.  Attacks on police are frequent in Iraq.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,2,1,1
firearms,"A 36-year-old tool and die manufacturer in Glendale, California, was shot to death in front of his home.  An American of Croatian descent, he was killed by two shots from a .32 caliber automatic. He had been active in Croatian political groups and had received an extortion letter earlier in June that appeared to come from a Croatian organization in Germany.  The FBI said at least 25 such letters had been mailed to Croatian-Americans in New York, Cleveland, Chicago, San Francisco, and Los Angeles.",2,This text describes a firearms attack.,gpt-4o-2024-11-20,2,2,2,2,2,2,2
explosives,"A bomb exploded on board a minibus, killing a civilian and wounding the driver.  The attack occurred in Baghdad Jadeeda, a district in eastern Baghdad, and may have had sectarian motivations.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
explosives,"The Al-Asifa Brigades, often linked to Fatah, claimed responsibility for launching two rockets of the Israeli settlement of Sederot.  No casualties were reported. Note, while the Al-Asifa Brigades are often linked to Fatah, the relationship between the two groups is not always clear.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,2,1,1,1,2,1,1
fire or firebomb,A Molotov cocktail was thrown into a shoe shop that is located next to the Zeytinburnu Governor's office in the city of Istanbul.  Minor material damage to the shop was reported.  It is unclear if the shop or the Governor's office was the intended target.,3,This text describes an arson attack.,gpt-4o-2024-11-20,3,3,3,3,2,3,1
explosives,"A bomb planted in a mosque in Teshkan, in Badakhshan province, exploded, damaging the mosque and killing one of the province's clerics.  Mawlawi Qari Abdorrahim Namiq also led the town's Friday prayers.",1,This text describes an explosives attack.,gpt-4o-2024-11-20,1,1,1,1,1,1,1
